Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.000406000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.000614000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.000822000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.001030000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.001238000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.001446000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.001654000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.002278000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.002486000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.002694000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.002902000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.063580000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.063684000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.063892000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.063996000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.064204000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.064308000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.064412000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.064516000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.064620000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.064724000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.064828000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.065244000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.065452000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.065556000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.065660000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.065764000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.065868000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.065972000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.066180000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.066284000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.066492000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.066596000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.066700000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.067220000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.067532000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.067636000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.067740000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.067844000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.068052000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.068260000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.068572000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.068676000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.068780000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.068884000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.068988000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.069092000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.069404000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.069508000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.069612000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.069716000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.069820000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.069924000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.070744000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.070848000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.071056000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.071160000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.071368000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.071472000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.071576000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.071680000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.071784000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.071888000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.071992000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.072408000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.072616000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.072720000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.072824000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.072928000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.073032000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.073136000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.073344000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.073448000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.073656000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.073760000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.073864000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.074384000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.074696000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.074800000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.074904000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.075008000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.075216000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.075424000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.075736000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.075840000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.075944000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.076152000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.076256000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.076360000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.076672000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.076880000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.076984000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.077192000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.077400000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.077712000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.077816000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.077920000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.078024000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.078232000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.078440000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.078752000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.078856000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.078960000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.079064000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.079168000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.079272000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.079376000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.079688000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.079792000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.079896000000000, 0, 1, 1, 0, 1, 0, 0, 1
0.080000000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.080596000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.080700000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.080908000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.081012000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.081220000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.081324000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.081428000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.081532000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.081636000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.081740000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.081844000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.081948000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.082052000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.082260000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.082468000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.082572000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.082676000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.082884000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.082988000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.083196000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.083508000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.083612000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.083716000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.083924000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.084028000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.084236000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.084548000000000, 0, 1, 0, 0, 1, 1, 0, 1
0.084652000000000, 0, 1, 0, 0, 1, 0, 0, 1
0.084756000000000, 0, 1, 0, 0, 1, 1, 0, 1
