Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.000092000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.000196000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.000300000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.000404000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.000612000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.000820000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.000924000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001028000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.001132000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001236000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.001340000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001444000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.001652000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001860000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.001964000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.002484000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.002692000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.002900000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.003004000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003108000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.003212000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003316000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.003628000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003732000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.003836000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003940000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.004044000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.004148000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.019136000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.019240000000000, 1, 1, 1, 1, 1, 0, 1, 1
0.019448000000000, 1, 1, 1, 1, 1, 1, 1, 1
